ID,Name,Nationality,Date Of Birth,Height,Position,Appearances,Wins,Losses,Saves,Penalties Saved,Punches,High Claims,Catches,Sweeper clearances,Throw outs,Goal Kicks,Clean sheets,Goals Conceded,Errors leading to goal,Own goals,Yellow cards,Red cards,Fouls,Goals,Assists,Passes,Passes per match,Accurate long balls,Tackles,Tackle success %,Last man tackles,Blocked shots,Interceptions,Clearances,Headed Clearance,Clearances off line,Recoveries,Duels won,Duels lost,Successful 50/50s,Aerial battles won,Aerial battles lost,Big Chances Created,Crosses,Cross accuracy %,Through balls,Offsides,Headed goals,Goals with right foot,Goals with left foot,Hit woodwork,Goals per match,Penalties scored,Freekicks scored,Shots,Shots on target,Shooting accuracy %,Big chances missed,Club
3196,Stephen Hunt,Ireland,01/08/1981,175cm,Midfielder,143,41,72,,,,,,,,,,,0,,24,0,164,21,16,"2,772",19.38,110,296,77%,,34,181,159,17,,467,675,897,95,44,111,3,762,23%,9,23,4,3,14,5,0.15,6,1,170,61,36%,5,
3197,Bobby Convey,United States,27/05/1983,176cm,Midfielder,29,9,16,,,,,,,,,,,0,,1,0,11,0,5,434,14.97,16,32,72%,,8,14,21,2,,64,67,102,9,0,6,0,99,16%,7,2,0,0,0,0,29,0,0,26,5,19%,0,
3198,James Henry,England,10/06/1989,185cm,Forward,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,,,0,0,0,0,,,,,,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0%,0,
3199,Jonny Hayes,Ireland,09/07/1987,170cm,Midfielder,0,0,0,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0%,,0,0,0,0,,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0%,0,
3200,Brynjar Gunnarsson,Iceland,16/10/1975,185cm,Midfielder,43,18,18,,,,,,,,,,,1,,4,1,49,3,0,832,19.35,52,83,72%,,6,45,80,7,,82,162,138,16,27,14,0,33,18%,0,0,1,2,0,0,0.07,0,0,30,16,53%,0,
3201,Scott Davies,Ireland,10/03/1988,176cm,Midfielder,0,0,0,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0%,,0,0,0,0,,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0%,0,
3202,Aaron Brown,England,23/06/1983,193cm,Defender,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,,,,,,,,
3203,Oliver Bozanic,Australia,08/01/1989,179cm,Midfielder,0,0,0,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0%,,0,0,0,0,,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0%,0,
3204,Leroy Lita,England,28/12/1984,170cm,Forward,65,21,31,,,,,,,,,,,,,3,0,58,10,5,707,10.88,,24,,,17,12,12,1,,,,,,,,1,29,,,44,4,3,3,2,0.15,0,0,92,32,35%,0,
3205,Kevin Doyle,Ireland,18/09/1983,180cm,Forward,164,43,84,,,,,,,,,,,,,11,0,192,37,15,"3,461",21.1,,185,,,88,68,97,21,,,,,,,,6,406,,,86,13,13,10,4,0.23,6,0,322,104,32%,7,
3206,Shane Long,Ireland,22/01/1987 (34),178cm,Forward,332,113,146,,,,,,,,,,,,,28,0,401,55,23,"4,592",13.83,,233,,,54,127,183,114,,,,,,,,25,308,,,189,14,28,12,17,0.17,1,0,405,162,40%,64,Southampton
3207,Dave Kitson,England,21/01/1980,191cm,Forward,81,27,38,,,,,,,,,,,,,9,1,124,15,6,"1,574",19.43,,103,,,19,37,72,25,,,,,,,,0,82,,,21,2,4,9,2,0.19,0,0,106,38,36%,0,
3208,Simon Cox,Ireland,28/04/1987,180cm,Forward,37,10,21,,,,,,,,,,,,,2,0,26,1,1,487,13.16,,17,,,7,17,11,1,,,,,,,,2,34,,,2,0,1,0,1,0.03,0,0,41,16,39%,4,
3209,Viktor Unnar Illugason,Iceland,25/01/1990,185cm,Forward,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,,,0,0,0,0,,,,,,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0%,0,
3210,Paddy Kenny,Ireland,17/05/1978,185cm,Goalkeeper,67,20,34,207,1,33,59,69,6,203,622,15,105,2,0,4,0,2,0,0,"1,439",21.48,487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3211,Nick Montgomery,Scotland,28/10/1981,175cm,Midfielder,26,8,14,,,,,,,,,,,0,,7,0,54,0,4,631,24.27,30,76,82%,,4,20,27,0,,0,121,169,5,13,22,0,32,25%,0,1,0,0,0,0,26,0,0,19,3,16%,0,
3212,Claude Davis,Jamaica,06/03/1979,191cm,Defender,40,8,25,,,,,,,,,4,54,0,0,5,2,43,0,0,860,21.5,59,143,78%,2,2,53,429,93,0,109,273,115,10,81,38,0,1,100%,0,0,0,0,0,1,,,,,,,,
3213,Chris Armstrong,Scotland,05/08/1982,175cm,Defender,27,7,15,,,,,,,,,6,37,0,0,2,0,16,0,0,675,25,56,99,79%,0,6,17,93,0,1,0,162,93,12,21,13,0,64,19%,0,0,0,0,0,0,,,,,,,,
3214,Chris Lucketti,England,28/09/1971,183cm,Defender,8,2,5,,,,,,,,,1,12,0,0,1,0,12,0,0,151,18.88,11,10,90%,0,1,3,73,0,0,0,37,27,0,16,8,0,1,1%,0,0,0,0,0,0,,,,,,,,
3215,Derek Geary,Ireland,19/06/1980,168cm,Defender,26,8,12,,,,,,,,,6,36,0,0,4,0,18,0,3,611,23.5,20,68,82%,0,3,18,89,0,1,0,133,77,4,22,17,0,52,27%,0,3,0,0,0,0,,,,,,,,
3216,Ben Starosta,Poland,07/01/1987,183cm,Defender,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,,,,,,,,
3217,Evan Horwood,England,10/03/1986,183cm,Defender,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,,,,,,,,
3218,Mamadou Seck,Senegal,23/08/1979,192cm,Defender,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,,,,,,,,
3219,Lloyd Kerry,England,22/07/1988,166cm,Midfielder,0,0,0,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0%,,0,0,0,0,,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0%,0,
3220,Sam Wedgbury,England,26/02/1989,183cm,Midfielder,0,0,0,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0%,,0,0,0,0,,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0%,0,
3221,Nicky Travis,England,12/03/1987,,Midfielder,0,0,0,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0%,,0,0,0,0,,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0%,0,
3222,Phil Jagielka,England,17/08/1982,180cm,Defender,376,151,117,,,,,,,,,107,417,6,7,24,3,167,18,9,"14,979",39.84,"1,851",708,76%,24,39,628,"3,000","1,089",10,"1,662","1,861",952,35,796,507,8,132,30%,11,3,10,8,0,7,,,,,,,,
3223,Michael Tonge,England,07/04/1983,183cm,Midfielder,39,9,21,,,,,,,,,,,0,,7,0,37,2,0,910,23.33,72,49,73%,,13,22,27,1,,17,102,141,17,7,19,0,43,23%,2,0,0,2,0,1,0.05,0,1,35,10,29%,0,
3224,Ahmed Fathy,Egypt,10/11/1984,175cm,Defender,3,1,1,,,,,,,,,0,5,0,0,0,0,6,0,0,53,17.67,6,8,75%,0,0,0,2,0,1,0,12,21,2,0,5,0,3,3%,0,1,0,0,0,0,,,,,,,,
3225,Stephen Quinn,Ireland,01/04/1986,168cm,Midfielder,58,12,33,,,,,,,,,,,0,,3,1,30,3,5,"1,693",29.19,66,70,69%,,13,53,40,9,,157,182,182,14,24,47,3,117,16%,1,7,1,1,1,1,0.05,0,1,49,18,37%,1,
3226,Nicky Law,England,29/03/1988,178cm,Midfielder,4,1,2,,,,,,,,,,,0,,0,0,2,0,0,42,10.5,2,0,0%,,1,2,2,0,,0,7,7,0,0,1,0,3,33%,0,0,0,0,0,0,4,0,0,3,0,3%,0,
3227,Colin Kazim-Richards,Turkey,26/08/1986,185cm,Forward,27,9,13,,,,,,,,,,,,,2,0,35,1,3,413,15.3,,38,,,9,7,11,0,,,,,,,,0,85,,,11,0,1,0,0,0.04,0,0,32,10,31%,0,
3228,James Ashmore,England,02/03/1986,173cm,Midfielder,0,0,0,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0%,,0,0,0,0,,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0%,0,
3229,Ian Ross,England,13/01/1986,180cm,Midfielder,0,0,0,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0%,,0,0,0,0,,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0%,0,
3230,Colin Marrison,England,23/09/1985,,Forward,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,,,0,0,0,0,,,,,,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0%,0,
3231,Luton Shelton,Jamaica,11/11/1985,181cm,Forward,4,0,3,,,,,,,,,,,,,1,0,3,0,0,44,11,,5,,,0,2,0,0,,,,,,,,0,4,,,0,0,0,0,0,4,0,0,7,0,7%,0,
3232,Jonathan Forte,Barbados,25/07/1986,183cm,Forward,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,,,0,0,0,0,,,,,,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0%,0,
3233,Christian Nade,France,18/09/1984,186cm,Forward,25,6,14,,,,,,,,,,,,,2,0,26,3,1,182,7.28,,10,,,5,0,0,0,,,,,,,,0,10,,,16,0,3,0,1,0.12,0,0,28,14,50%,0,
3234,Jordan Robertson,England,12/02/1988,175cm,Forward,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,,,0,0,0,0,,,,,,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0%,0,
3235,Hao Haidong,China,25/08/1970,180cm,Forward,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,,,0,0,0,0,,,,,,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0%,0,
3237,Oscar Jansson,Sweden,23/12/1990,185cm,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3238,Dorian Dervite,France,25/07/1988,192cm,Defender,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,,,,,,,,
3239,Benoit Assou-Ekotto,Cameroon,24/03/1984,178cm,Defender,155,74,42,,,,,,,,,42,172,4,0,20,2,169,4,8,"7,647",49.34,779,397,79%,4,26,493,581,111,4,884,848,573,137,129,88,5,439,26%,14,4,0,0,4,1,,,,,,,,
3240,Ricardo Rocha,Portugal,03/10/1978,183cm,Defender,24,8,8,,,,,,,,,3,35,0,1,3,2,19,0,0,585,24.38,27,44,61%,0,1,39,223,38,0,30,102,58,2,39,19,0,1,1%,0,1,0,0,0,0,,,,,,,,
3241,Adel Taarabt,Morocco,24/05/1989,185cm,Midfielder,86,17,52,,,,,,,,,,,2,,7,1,42,7,8,"2,715",31.57,172,57,86%,,80,68,5,0,,373,381,438,166,11,43,16,293,28%,47,4,0,7,0,7,0.08,0,1,234,76,32%,5,
3242,Charlie Daniels,England,07/09/1986,178cm,Defender,129,41,56,,,,,,,,,27,202,3,0,7,0,36,9,11,"5,753",44.6,228,207,74%,1,20,155,294,133,1,702,517,381,113,137,129,10,351,21%,7,2,1,0,8,1,,,,,,,,
3243,Didier Zokora,Cote D’Ivoire,14/12/1980,179cm,Midfielder,88,29,37,,,,,,,,,,,1,,11,1,79,0,0,"3,511",39.9,360,213,74%,,12,126,201,49,,378,477,305,63,50,43,0,69,22%,7,2,0,0,0,0,88,0,0,34,4,12%,0,
3244,Jake Livermore,England,14/11/1989,181cm,Midfielder,196,54,95,,,,,,,,,,,0,,32,2,223,7,9,"7,140",36.43,496,392,69%,,42,239,186,73,,963,682,732,83,119,157,11,61,18%,21,3,0,6,1,7,0.04,0,0,132,32,24%,1,
3245,Charlie Lee,England,05/01/1987,175cm,Midfielder,0,0,0,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0%,,0,0,0,0,,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0%,0,
3246,Andy Barcham,England,16/12/1986,177cm,Forward,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,,,0,0,0,0,,,,,,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0%,0,
3247,Dimitar Berbatov,Bulgaria,30/01/1981,188cm,Forward,229,114,67,,,,,,,,,,,,,12,0,323,94,40,"7,541",32.93,,171,,,100,153,199,56,,,,,,,,14,238,,,238,15,71,8,14,0.41,9,1,577,251,44%,30,
3248,Tomas Pekhart,Czech Republic,26/05/1989,194cm,Forward,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,,,0,0,0,0,,,,,,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0%,0,
3249,Scott Loach,England,27/05/1988,185cm,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3250,Cedric Avinel,Guadeloupe,11/09/1986,187cm,Defender,1,1,0,,,,,,,,,0,0,0,0,1,0,4,0,0,9,9,0,1,100%,0,0,0,4,0,0,0,2,4,0,0,0,0,1,1%,0,0,0,0,0,0,,,,,,,,
3251,Adrian Mariappa,Jamaica,03/10/1986,180cm,Defender,168,45,88,,,,,,,,,32,258,4,1,27,1,137,2,1,"4,683",27.88,279,294,70%,6,9,248,838,366,7,492,800,628,29,399,306,2,122,23%,2,10,2,0,0,2,,,,,,,,
3252,Jay DeMerit,United States,04/12/1979,186cm,Defender,32,4,16,,,,,,,,,7,50,0,0,4,0,30,2,0,689,21.53,37,62,76%,1,0,22,198,0,1,0,150,94,2,54,37,0,5,40%,0,2,2,0,0,0,,,,,,,,
3253,Lloyd Doyley,Jamaica,01/12/1982,178cm,Defender,21,3,11,,,,,,,,,4,29,0,1,1,0,14,0,0,401,19.1,29,32,69%,0,0,14,67,0,0,0,53,37,2,11,7,0,16,31%,0,0,0,0,0,0,,,,,,,,
3254,Junior Osborne,England,12/02/1988,178cm,Defender,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,,,,,,,,
3255,Sheku Kamara,England,15/11/1987,188cm,Defender,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,,,,,,,,
3256,Jordan Parkes,England,26/07/1989,183cm,Midfielder,0,0,0,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0%,,0,0,0,0,,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0%,0,
3258,Gavin Mahon,England,02/01/1977,185cm,Midfielder,34,4,19,,,,,,,,,,,0,,7,0,49,1,0,"1,054",31,109,93,73%,,4,24,62,0,,0,146,143,3,26,31,0,27,19%,0,1,0,0,1,0,0.03,0,0,23,9,39%,0,
3259,Dominic Blizzard,England,02/09/1983,188cm,Midfielder,0,0,0,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0%,,0,0,0,0,,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0%,0,
3260,Lee Williamson,Jamaica,07/06/1982,178cm,Midfielder,5,1,3,,,,,,,,,,,0,,1,0,5,0,1,74,14.8,4,3,100%,,2,2,0,0,,0,6,16,1,0,2,0,12,8%,0,0,0,0,0,0,5,0,0,7,2,29%,0,
3261,Anthony McNamee,England,13/07/1984,168cm,Midfielder,7,0,6,,,,,,,,,,,0,,0,0,4,0,0,56,8,2,6,67%,,3,2,4,0,,0,11,21,1,0,1,0,26,23%,0,1,0,0,0,0,7,0,0,7,1,14%,0,
3262,Al Bangura,Sierra Leone,24/01/1988,175cm,Midfielder,16,4,8,,,,,,,,,,,0,,2,0,22,0,0,405,25.31,21,34,62%,,4,13,21,0,,0,56,63,3,4,8,0,6,50%,0,1,0,0,0,1,16,0,0,20,1,5%,0,
3263,Gareth Williams,Scotland,16/12/1981,180cm,Midfielder,3,0,2,,,,,,,,,,,0,,0,0,3,0,0,60,20,4,5,100%,,1,1,2,0,,0,5,5,0,0,1,0,11,18%,0,0,0,0,0,0,3,0,0,1,0,1%,0,
3264,Toumani Diagouraga,France,10/06/1987,188cm,Midfielder,0,0,0,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0%,,0,0,0,0,,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0%,0,
3265,Johan Cavalli,France,12/09/1981,170cm,Midfielder,3,1,0,,,,,,,,,,,0,,0,0,5,0,0,29,9.67,3,7,86%,,0,1,3,0,,0,11,9,0,0,0,0,7,7%,0,0,0,0,0,0,3,0,0,3,0,3%,0,
3266,Ben Gill,England,09/10/1987,175cm,Midfielder,0,0,0,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0%,,0,0,0,0,,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0%,0,
3267,Alexa Campana,England,11/10/1988,180cm,Midfielder,0,0,0,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0%,,0,0,0,0,,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0%,0,
3268,Francino Francis,Jamaica,18/01/1987,185cm,Defender,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,,,,,,,,
3269,Harry Forrester,England,02/01/1991,179cm,Midfielder,0,0,0,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0%,,0,0,0,0,,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0%,0,
3270,Marlon King,Jamaica,26/04/1980,185cm,Forward,64,17,26,,,,,,,,,,,,,3,0,72,12,3,"1,191",18.61,,24,,,29,17,19,5,,,,,,,,0,167,,,102,1,9,2,4,0.19,4,0,106,39,37%,0,
3271,Tamás Priskin,Hungary,27/09/1986,189cm,Forward,16,1,10,,,,,,,,,,,,,1,1,26,2,0,141,8.81,,13,,,5,1,5,0,,,,,,,,0,10,,,23,0,2,0,0,0.12,0,0,16,5,31%,0,
3272,Darius Henderson,England,07/09/1981,185cm,Forward,35,4,19,,,,,,,,,,,,,3,0,79,3,0,775,22.14,,10,,,11,1,22,0,,,,,,,,0,28,,,15,0,1,2,1,0.09,1,0,55,23,42%,0,
3273,Steve Kabba,England,07/03/1981,178cm,Forward,18,4,12,,,,,,,,,,,,,0,0,16,0,2,159,8.83,,14,,,3,4,2,0,,,,,,,,0,17,,,8,0,0,0,0,18,0,0,13,6,46%,0,
3274,Hameur Bouazza,Algeria,22/02/1985,178cm,Midfielder,52,5,26,,,,,,,,,,,0,,4,1,71,7,4,773,14.87,26,86,80%,,10,29,41,2,,63,154,293,23,20,46,0,248,23%,0,21,0,1,6,0,0.13,1,1,72,28,39%,0,
3275,Theo Robinson,Jamaica,22/01/1989,175cm,Forward,1,0,0,,,,,,,,,,,,,0,0,0,0,0,0,1,,0,,,0,0,0,0,,,,,,,,0,0,,,0,0,0,0,0,1,0,0,0,0,0%,0,
3276,Will Hoskins,England,06/05/1986,175cm,Forward,9,2,5,,,,,,,,,,,,,0,0,3,0,0,85,9.44,,5,,,2,1,1,0,,,,,,,,0,2,,,1,0,0,0,0,9,0,0,7,2,29%,0,
3278,Marek Stech,Czech Republic,28/01/1990,191cm,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3279,Tyrone Mears,Jamaica,18/02/1983,181cm,Defender,69,10,47,,,,,,,,,5,146,1,0,10,0,69,1,5,"2,142",31.04,122,189,75%,2,7,128,330,92,2,211,379,252,40,68,42,0,185,18%,1,5,0,1,0,1,,,,,,,,
3280,John Pantsil,Ghana,15/06/1981,178cm,Defender,94,33,34,,,,,,,,,26,92,3,4,24,0,93,0,2,"3,807",40.5,200,215,73%,3,6,164,515,130,3,429,436,370,67,66,98,0,254,23%,6,1,0,0,0,0,,,,,,,,
3281,Carlos Tevez,Argentina,05/02/1984,173cm,Forward,202,118,43,,,,,,,,,,,,,24,0,232,84,36,"6,244",30.91,,213,,,158,92,11,1,,,,,,,,22,361,,,126,6,67,11,15,0.42,13,4,619,241,39%,26,
3282,Kepa,Spain,13/01/1984,185cm,Forward,8,2,6,,,,,,,,,,,,,0,0,4,1,0,40,5,,0,,,0,0,3,0,,,,,,,,0,1,,,3,0,1,0,0,0.12,0,0,6,2,33%,0,
3283,Andreas Granqvist,Sweden,16/04/1985,192cm,Defender,14,3,9,,,,,,,,,2,24,0,0,1,0,17,0,0,324,23.14,29,30,87%,0,1,28,150,38,1,78,56,35,0,12,10,0,6,17%,0,1,0,0,0,0,,,,,,,,
3284,Andy Webster,Scotland,23/04/1982,183cm,Defender,4,4,0,,,,,,,,,1,1,0,0,1,0,4,0,0,84,21,6,3,67%,0,0,1,16,0,0,0,7,9,0,3,1,0,0,0%,0,0,0,0,0,0,,,,,,,,
3285,Luis Antonio Valencia,Ecuador,04/08/1985,180cm,Defender,325,179,79,,,,,,,,,105,255,1,0,52,3,426,24,46,"12,979",39.94,457,752,75%,2,88,430,340,124,2,"1,674","1,665","1,740",420,224,382,38,"1,479",26%,56,66,2,20,2,5,,,,,,,,
3286,Denny Landzaat,Netherlands,06/05/1976,177cm,Midfielder,52,15,26,,,,,,,,,,,0,,4,0,65,5,1,"1,674",32.19,128,84,75%,,17,36,57,1,,116,137,166,3,13,20,0,75,29%,1,0,0,5,0,1,0.1,1,0,60,17,28%,0,
3287,Tomasz Cywka,Poland,27/06/1988,180cm,Midfielder,0,0,0,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0%,,0,0,0,0,,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0%,0,
3288,Tomasz Kupisz,Poland,02/01/1990,180cm,Midfielder,0,0,0,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0%,,0,0,0,0,,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0%,0,
3289,Lewis Montrose,England,17/11/1988,183cm,Midfielder,0,0,0,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0%,,0,0,0,0,,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0%,0,
3290,David Owens,England,10/10/1988,180cm,Midfielder,0,0,0,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0%,,0,0,0,0,,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0%,0,
3291,Julius Aghahowa,Nigeria,12/02/1982,178cm,Forward,20,6,11,,,,,,,,,,,,,2,0,18,0,1,168,8.4,,6,,,0,6,2,0,,,,,,,,0,3,,,10,0,0,0,0,20,0,0,11,2,18%,0,
3292,David Cotterill,Wales,04/12/1987,175cm,Midfielder,18,3,12,,,,,,,,,,,0,,3,0,14,1,0,167,9.28,6,19,79%,,1,7,5,0,,5,52,70,18,1,4,0,34,18%,0,1,0,0,1,0,0.06,0,0,12,5,42%,0,
3293,Paul Green,England,15/04/1987,173cm,Defender,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,,,,,,,,
3294,Didier Agathe,France,16/08/1975,180cm,Midfielder,5,1,1,,,,,,,,,,,0,,0,0,0,0,0,50,10,0,8,75%,,0,0,4,0,,0,16,16,5,0,0,0,10,30%,0,1,0,0,0,0,5,0,0,0,0,0%,0,
3295,Omar Pouso,Uruguay,28/02/1980,183cm,Midfielder,1,0,1,,,,,,,,,,,0,,0,0,1,0,0,38,38,2,4,75%,,0,0,3,0,,0,9,6,0,3,0,0,0,0%,0,0,0,0,0,0,1,0,0,1,0,1%,0,
3296,Stipe Pletikosa,Croatia,08/01/1979,193cm,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3297,Henrik Larsson,Sweden,20/09/1971,177cm,Forward,7,6,1,,,,,,,,,,,,,1,0,7,1,0,173,24.71,,9,,,1,1,1,0,,,,,,,,0,2,,,3,0,1,0,0,0.14,0,0,8,5,63%,0,
3298,Curtis Ujah,England,22/07/1988,183cm,Defender,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,,,,,,,,
3299,Pierre Joseph-Dubois,France,12/02/1988,188cm,Midfielder,0,0,0,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0%,,0,0,0,0,,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0%,0,
3300,Dean Oliver,England,04/12/1987,183cm,Forward,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,,,0,0,0,0,,,,,,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0%,0,
3301,Chris Robertson,Scotland,11/10/1985,191cm,Defender,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,,,,,,,,
3302,Paul Ifill,Barbados,20/10/1979,183cm,Midfielder,3,0,1,,,,,,,,,,,0,,0,0,1,0,0,36,12,3,3,67%,,1,0,2,0,,0,10,20,2,2,5,0,7,7%,0,0,0,0,0,0,3,0,0,4,0,4%,0,
3303,Kevan Hurst,England,27/08/1985,178cm,Midfielder,0,0,0,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0%,,0,0,0,0,,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0%,0,
3304,Albert Jarrett,Sierra Leone,23/10/1984,175cm,Midfielder,1,0,1,,,,,,,,,,,0,,0,0,0,0,0,8,8,1,0,0%,,0,0,2,0,,0,1,3,0,1,0,0,1,1%,0,0,0,0,0,0,1,0,0,0,0,0%,0,
3305,Stephane Claude Seanla,Cote D’Ivoire,02/06/1988,183cm,Forward,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,,,0,0,0,0,,,,,,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0%,0,
3306,Junior,Brazil,20/07/1976,,Forward,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,,,0,0,0,0,,,,,,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0%,0,
